timestamp,place_id,email,subject,status,error
2026-05-10T10:37:11.474935,ChIJwwMg4XRpJA0RZ1DBuMJE888,geral@pktransfer.com,Website para o Pktransfer — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:11.895943,ChIJWV1dr8plJA0R9XEx9EeXGJY,info@muda-te.com,"Website para o Muda-te - Transportes, Mudanças e Recolhas — mais clientes online",error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:12.351655,ChIJCbvAmvhkJA0RG1B8CQMrb7Y,eletrogomes771@hotmail.com,Website para o Eletrogomes - Reparação de Eletrodomésticos — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:12.772131,ChIJTZlVuSxTBQ0Rb6Bq82_dUyg,CasteloBar.Faro@hotmail.com,Website para o Restaurante O Castelo — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:13.230456,ChIJXZvQe5uyGg0RJaN6pGSep_8,geral@metalofarense.pt,"Website para o Metalofarense, SA - Armazém — mais clientes online",error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:13.750941,ChIJ02oi4LZXIg0RlOyltCf85co,geral@cnpd.pt,Website para o Mondego Retail Park — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:14.230642,ChIJXZvQe5uyGg0RJaN6pGSep_8,geral@metalofarense.pt,"Website para o Metalofarense, SA - Armazém — mais clientes online",error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:14.707990,ChIJa5Ffn7__JA0RwTzYSFHImGQ,info@brandit.pt,Website para o Doçaria de S. Vicente — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:15.205605,ChIJ0S4OHx5lJA0R63DGFptGeBM,Asset-2@2x.png,Website para o CURB — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:15.641036,ChIJHVn5u0w2Iw0RvRCYSVYgvhs,geral@pizzariadorio.pt,Website para o Pizzaria do Rio — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:16.160555,ChIJkfwtZVxDGQ0RqbIxOtxTvZ4,hello@selodemar.com,Website para o Selo de Mar — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:16.599585,ChIJTQ7tDgszGQ0RFaw7owisAVA,info@mint.pt,Website para o Clinica Mint - Clinica Dentária Lisboa — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:17.078630,ChIJTwIWaMhyIg0RxLQM185oBJk,geral@alexmel.pt,Website para o Alexmel - Pastelaria — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:17.573950,ChIJD_HqXDFWIg0RqOQJkkVgwRs,email@exemplo.com,Website para o Cervejaria Praxis — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:18.081402,ChIJcwUXBQv5Ig0RK4OUepmsfvQ,arquivo-home-foto-1@2x.webp,Website para o Teatro Académico de Gil Vicente — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:18.557540,ChIJE45DCbEzGQ0RejvsH1-_pHk,info@simpli.pt,Website para o Simpli Coffee Picoas — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:19.016757,ChIJcb5xosP7JA0R1JNEgLTufBE,webmaster@granjaeventos.com,Website para o Quinta da Granja — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:19.433319,ChIJ-XSJFfSYIw0RFIrz4JAdzZw,geral@mudamosasuacasa.com,Website para o Mudanças - Mudamos a Sua Casa® — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:19.999492,ChIJ2a_UMltlJA0RXUUXHirJFxQ,info@pearlsofportugal.com,Website para o Pearls of Portugal — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:20.517084,ChIJ3WClw6pDGQ0RSpWK9Kxi0HQ,geral@affidea.com,Website para o Affidea — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:21.017138,ChIJ-187zh3PHg0RLqnDVbIzNx4,flavia@flaviagrandi.com,Website para o Portugal Wedding Photographer - Flavia Grandi Photography — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:21.489833,ChIJH2B5W6qjIw0RyxO8UfKpo_0,aveiro@jesusmarcouto.pt,Website para o Jesus Mar Couto - Medicina Dentária — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:21.941124,ChIJMwJntBT5Ig0RQtKro550Jwo,geral@barbeariasaudade.pt,Website para o Barbearia Saudade - Barber Shop — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:22.391107,ChIJwSC7wqH5Ig0R71Ac12HCVzk,info@fisioderme.pt,Website para o Fisioderme — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:22.849898,ChIJd06NSyBzIg0RiI9Xsw20KkM,clinicasantos.leiria@gmail.com,Website para o Clínica Santos - Fisioterapia | Especialidades Clínicas — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:23.355330,ChIJU5gu0daZIw0RrMLeRzN4Rvg,mbdesignarte@gmail.com,Website para o Espaço da Beleza Paula Duarte — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:23.788774,ChIJU3uI6l8zGQ0Ry6TywXkFzug,hello@klaeykreative.com,Website para o Klaey Kreative - The Pottery Painting studio in Lisbon — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:24.203928,ChIJsSuWm9llJA0Rv8VR-rXNHQc,info@equilibriumvital.pt,Website para o Equilibrium Vital — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:24.614716,ChIJf4bk38D_JA0RQo2Vusex5r4,geral@ferrarirentbraga.pt,Website para o Ferrari Rent Braga — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:25.081105,ChIJh6RS--QzGQ0RWQlE4uYnSu0,loja@aerox.pt,Website para o Gaspar Auto — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:25.600420,ChIJe_2tOcRUBQ0RzGnxFz001ZM,miguel.fernandes@terraimar.pt,Website para o Terra i Mar — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:26.052107,ChIJoWoe7MozGQ0RrHGufgPuFS4,odivelas@bloomest.pt,Website para o Lavandaria Self-Service Bloomest Odivelas — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:26.501822,ChIJWYJBImmrJA0R5I4ZL563CPQ,joaoferreirarebelo@outlook.pt,Website para o Armindo Rebelo Advogados — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:26.956718,ChIJ16KTx0z5JA0RS0jqDKkz4c0,geral@glicinia.pt,Website para o Glicínia 6 — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:27.450988,ChIJqQFcEHo0GQ0RvCnL-bpescs,reservations@canthecan.net,Website para o Can the Can Lisboa — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:27.912280,ChIJETsvOkKZIw0RHtIN00O6utY,geral@mbakery.pt,Website para o M Bakery Aveiro — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:28.363811,ChIJoWttFCgeIw0R3756C2C1coM,reservasmontebelo@montebelohotels.com,Website para o Montebelo Viseu Congress Hotel — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:28.773107,ChIJHyr52B8pGw0RfW8js4WBmoA,booklisbon@lovelystay.com,Website para o LovelyStay Algarve — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:29.252009,ChIJGRz7D375Ig0RoTmDtBO5vQQ,car.clinic.coimbra@gmail.com,Website para o Car Clinic Coimbra Oficina Automóveis — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:29.725358,ChIJK39Hz7wzGQ0RsvspotAeCBk,makeovercabeleireiros@gmail.com,Website para o Makeover Hairdressers lisbon — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:30.180258,ChIJlVznm3qZIw0RlRSml4BSoWE,geral@tascadoamarelinho.com,Website para o Tasca do Amarelinho — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:30.620515,ChIJKcXAOzlkJA0RC7VMMq1vvzw,molar@molar.pt,Website para o Molar Clinic — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:31.102009,ChIJnyWLW25zIg0RC3n1VIlfxaM,info@drbarber.pt,Website para o Dr. Barber — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:31.636166,ChIJb_pyJL16JA0R0JU4rmnyO7Y,geral@automadalena.pt,Website para o Auto Madalena - Alcino Sousa Duarte — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:32.058488,ChIJb_pyJL16JA0R0JU4rmnyO7Y,geral@automadalena.pt,Website para o Auto Madalena - Alcino Sousa Duarte — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:32.490648,ChIJDWLXUldDGQ0RCMIUoG0nwmI,info@ostrassobrerodas.pt,Website para o Ostras Sobre Rodas (Setúbal) — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:32.978349,ChIJ-8lowtszGQ0RGyU8Q4UdnqE,grupoartigianopt@gmail.com,Website para o Artigiano Ristorante Pizzeria — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:33.424502,ChIJF42MxpozGQ0RmorhC2F-7SE,geral@lgc.pt,Website para o Lisbon Gymnastics Club — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:33.959513,ChIJSeVGi1XNHg0R17I-3Q8m6T4,festasdeencantar@gmail.com,Website para o Festas de Encantar — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:34.461617,ChIJj6euXHg0GQ0RvrLx4F1AlgQ,booklisbon@lovelystay.com,Website para o LovelyStay — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:34.882851,ChIJA3uPDJjvJA0RDyWQ51bpB0A,geral@maisguimaraes.pt,Website para o Rui Barbeiro — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:35.295968,ChIJK-EmLo3wJA0RTXKdoQSCsuI,reservas@paraisovillas.pt,Website para o Paraíso Villas & Spa — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:35.782598,ChIJZVCGMR01GQ0Rrcry3JWBwC8,Logo_Kooa@2x.png,Website para o KOOA Hair — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:36.240248,ChIJ3ZC9jtyeIw0RJiDXoK7B-VQ,Logo-Albicampo-Letras-Branco@4x.png,Website para o Albicampo - RVs — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:36.699724,ChIJBU-qtbM3Iw0RSVPFtXCquTE,comercial@velvepastry.com,Website para o Velvet Cupcake & Coffee — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:37.122025,ChIJP34NgzU1GQ0RpNgIKYskNlU,jobs@cardogatti.com,Website para o Caffè di Marzano Vermuteria — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:37.550266,ChIJc9cEBJr-JA0Rm6RYYTzyaO0,geral@cortesdelisboa.pt,Website para o Cortes de Lisboa Braga Parque — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:38.021971,ChIJT7ZUmlJlJA0RgJOkfCfeyLo,geral@insideoutporto.pt,Website para o InsideOut Porto — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:38.454377,ChIJA-plh4A0GQ0RZ6O77dhcQJ0,cut@hairport.pt,Website para o WIP Hairport — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:38.893752,ChIJxYs9Tlv9JA0RP_tqJXmneDE,braga@rodlys.pt,Website para o Rodlys — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:39.391335,ChIJsfFYuXg0GQ0RW4HJn7yHIlk,info@hairandcompany.pt,Website para o Hair & Company — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:39.807682,ChIJj15rc2VlJA0RpP5HZYiltcU,cheers@arcodasverdades.pt,Website para o Arco Das Verdades — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:40.292807,ChIJMWJgPQiYIw0RpzG34yajr48,hairtz@hairtz.com,Website para o Hairtz — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:40.719609,ChIJJd7meMHvJA0RTZ0HTgrBE4A,info@blendsalon.pt,Website para o Blend Men's Salon Guimarães — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:41.203426,ChIJL6TuZFQyGQ0RQVTJuWf1HeQ,clinica.alvalade@direclin.com,"Website para o DIRECLIN, CLÍNICA DE MEDICINA ORAL — mais clientes online",error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:41.666150,ChIJWQ56EfZkJA0RGTGxZgvsyM4,info@foxgym.pt,Website para o Fox Gym — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:42.161910,ChIJmRDUvFz6JA0RdNJbDS1ZPBQ,geral@7maravilhas-espacogourmet.com,Website para o Restaurante 7 Maravilhas - Espaço Gourmet | Eventos - Guimarães — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:42.615408,ChIJT2fmi9U1GQ0RuveM7Cht4Fo,contact@chasstudios.com,Website para o Chas Studios | Lisbon Event & Wedding Photographer — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:43.057503,ChIJCZMBpnpLGQ0RwO5R3nCWhBE,marco.teixeira.photography@gmail.com,Website para o Marco Teixeira Photography | Lisbon Wedding Photographer — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:43.532527,ChIJIQ1mtIOYIw0RW9ZW_xbXM6g,geral@electromaquinas.pt,"Website para o Electromáquinas, Lda — mais clientes online",error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:44.004821,ChIJBc6EFsTvJA0R2vFfVxOYr_4,geral@espacodasnatas.pt,Website para o Espaço das Natas - Prato do dia — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:44.461555,ChIJB7kp1abvJA0RqTz2nJmOrKo,miguel_monteiro_10@hotmail.com,Website para o Barbearia Guimarães | NewVision Barbershop — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:44.894903,ChIJNTLWKsb_JA0RJ6DN0b5iwWY,customerservice.pt@pokehouse.it,Website para o Poke House - Braga Parque — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
2026-05-10T10:37:45.376185,ChIJv8XqLzozGQ0RPvwuKpDAi0I,support@readymag.com,Website para o Seagull Method cafe • Brunch — mais clientes online,error,"HTTP 401: {""message"":""We have detected you are using an unrecognised IP address 89.153.177.126. If you performed this action make sure to add the new IP address in this link: https://app.brevo.com/security/auth"
