city,place_id,name,rating,reviews,lat,lon,keyword,website,phone,address,business_status,types,rating_details,reviews_count_details,price_level,google_maps_url,open_now
Lisboa,ChIJ-Wbzb4JKGQ0RsQs0WWXUQBc,Zana Contabilidade,5.0,2.0,38.6723,-9.1393,accountant,,,"Alameda Santa Marta do Pinhal 5A, 2855-576 Corroios, Portugal",OPERATIONAL,"accounting,establishment,finance,point_of_interest",5.0,2.0,,https://maps.google.com/?cid=1675572593135193009,False
Lisboa,ChIJ6Z87krk1GQ0R0vDbLtn_Eyo,Jó Manuel Cagica Pinto - Técnico Oficial de Contas,5.0,3.0,38.6723,-9.1393,accountant,,21 402 5959,"R. de José Justino Lopes 6 Escritório D, 2805-320 Almada, Portugal",OPERATIONAL,"accounting,establishment,finance,point_of_interest",5.0,3.0,,https://maps.google.com/?cid=3032048282409627858,True
Lisboa,ChIJ37f5sOK3eWARQ3LAuab3Sus,MMAC,5.0,5.0,38.6723,-9.1393,accountant,,920 480 441,"Centro Comercial Da Mouraria, 2nd floor Room n 516, 1100-364 Lisboa, Portugal",OPERATIONAL,"accounting,establishment,finance,point_of_interest",5.0,5.0,,https://maps.google.com/?cid=16954636042642682435,True
Lisboa,ChIJHaSXhiUzGQ0RnjgATKQsXB8,InsightPoint Group,5.0,4.0,38.7223,-9.0893,accountant,,926 331 394,"Av. dos Estados Unidos da América 97 12º Dto, 1700-167 Lisboa, Portugal",OPERATIONAL,"accounting,establishment,finance,point_of_interest",5.0,4.0,,https://maps.google.com/?cid=2259730197194487966,True
Lisboa,ChIJhzZieqszGQ0Rh6kHOoPEd0M,Lifesky Account,5.0,1.0,38.7223,-9.0893,accountant,,963 291 156,"R. Dom Alberto Bramão 4, 1700-258 Lisboa, Portugal",OPERATIONAL,"accounting,establishment,finance,point_of_interest",5.0,1.0,,https://maps.google.com/?cid=4861570390663080327,True
Lisboa,ChIJD51uMd_LHg0RABrVSO-GNcY,VM GABINETE DE CONTABILIDADE,5.0,1.0,38.6723,-9.1893,accountant,,917 241 086,"Calçada da Memória 46 PORTA 10, 1300-398 Lisboa, Portugal",OPERATIONAL,"accounting,establishment,finance,point_of_interest",5.0,1.0,,https://maps.google.com/?cid=14282470155552627200,True
Lisboa,ChIJfSTHs1fKHg0RmTr1fMSDCPU,"Ana C.P. Martins - Contabilidade, Unipessoal Lda.",4.6,19.0,38.6723,-9.1893,accountant,,21 291 1654,"R. João Azevedo 8, 2825-482, Portugal",OPERATIONAL,"accounting,establishment,finance,point_of_interest",4.6,19.0,,https://maps.google.com/?cid=17656507219039304345,True
Lisboa,ChIJ38QMeAUzGQ0RAub3Unyl3dc,Centro Comercial Gemini,3.8,156.0,38.7223,-9.1393,physiotherapy,,21 796 9828,"R. Sousa Lopes 12B, 1600-207 Lisboa, Portugal",OPERATIONAL,"establishment,point_of_interest,shopping_mall",3.8,156.0,,https://maps.google.com/?cid=15554770641394066946,False
Lisboa,ChIJH3esquAyGQ0RVazUWvvzp0s,Alcant'ra Fisio,5.0,60.0,38.7223,-9.1393,physiotherapy,,21 757 5721,"R. Prof. Veiga Ferreira 11A, 1600-802 Lisboa, Portugal",OPERATIONAL,"establishment,health,point_of_interest",5.0,60.0,,https://maps.google.com/?cid=5451594134841502805,True
Lisboa,ChIJxU3BkfQ1GQ0RP-K_y_cnYbc,FISIO.PONTO – Fisioterapia e Saúde Integral | Corroios,5.0,32.0,38.6723,-9.1393,physiotherapy,,928 118 653,"R. Sd. Luís 1, 2855-154 Corroios, Portugal",OPERATIONAL,"establishment,health,point_of_interest",5.0,32.0,,https://maps.google.com/?cid=13213886726910501439,True
Lisboa,ChIJzSNmL7gzGQ0RMuBOqkg33qE,"Studio Graça - Pilates, Fisioterapia, Doulagem",5.0,19.0,38.6723,-9.1393,physiotherapy,,933 812 811,"R. Damasceno Monteiro 60C, 1170-112 Lisboa, Portugal",OPERATIONAL,"establishment,gym,health,physiotherapist,point_of_interest",5.0,19.0,,https://maps.google.com/?cid=11663820870170632242,True
Lisboa,ChIJ-8lrnLYzGQ0R-0iHV3fc0as,Raquel Fernandes - Terapia da Mão e Ortóteses,5.0,45.0,38.7223,-9.0893,physiotherapy,,914 314 615,"Av. República 43 Galeria Esquerda, 1050-240 Lisboa, Portugal",OPERATIONAL,"establishment,health,physiotherapist,point_of_interest",5.0,45.0,,https://maps.google.com/?cid=12380919255745906939,True
Lisboa,ChIJz8cObaQzGQ0RYm2OZPfChd4,Fisio4You,,,38.7223,-9.0893,physiotherapy,,960 306 411,"Av. da República 2 7º Andar, 1050-191 Lisboa, Portugal",OPERATIONAL,"establishment,health,point_of_interest",,,,https://maps.google.com/?cid=16034436416122285410,True
Lisboa,ChIJPy03XW8zGQ0R0pCSEBx-pZA,LX CLINIC,4.6,17.0,38.7223,-9.1393,clinic,,,"R. Carlos Alberto da Mota Pinto 9, 1070-046 Lisboa, Portugal",OPERATIONAL,"establishment,health,point_of_interest",4.6,17.0,,https://maps.google.com/?cid=10422875571621105874,True
Lisboa,ChIJicFlYmnLHg0RxrYraPDXriM,CM2C Hair Clinic - Lisboa,2.9,55.0,38.6723,-9.1393,clinic,,21 720 9030,"R. Prof. Juvenal Esteves n.º 2 1.º andar, 1300-613 Lisboa, Portugal",OPERATIONAL,"establishment,health,point_of_interest",2.9,55.0,,https://maps.google.com/?cid=2571229864814950086,True
Lisboa,ChIJBat0Hr41GQ0RGYE3HTHTORk,Centro Clínico de Almada,5.0,1.0,38.6723,-9.1393,clinic,,,"Av. Dom Nuno Álvares Pereira 72A, 2800-181 Almada, Portugal",OPERATIONAL,"establishment,health,point_of_interest",5.0,1.0,,https://maps.google.com/?cid=1817716132517740825,False
Lisboa,ChIJ8a-TwvA0GQ0RkJVoNrWqXKA,"Clinica Nova De Almada, Lda",3.4,20.0,38.6723,-9.1393,clinic,,21 275 6082,"PC Gil Vicente 13, 2800-298 Almada, Portugal",OPERATIONAL,"establishment,health,point_of_interest",3.4,20.0,,https://maps.google.com/?cid=11555298439204476304,True
Lisboa,ChIJH09VWOFJGQ0RqY8RzrxA788,Upgrade Clinic - Clínica Médica e Dentária,5.0,8.0,38.6723,-9.1393,clinic,,21 151 7624,"Av. Carlos de Oliveira 58 C, 2840-724 Arrentela, Portugal",OPERATIONAL,"establishment,health,point_of_interest",5.0,8.0,,https://maps.google.com/?cid=14983265664940216233,True
Lisboa,ChIJXfzLCUI2GQ0Rueyuo26BEfA,O2 Clinic,3.0,2.0,38.6723,-9.1393,clinic,,21 181 1762,"R. Nagar Aveli 24A, Santo André, 2830-301 Barreiro, Portugal",OPERATIONAL,"establishment,health,point_of_interest",3.0,2.0,,https://maps.google.com/?cid=17298749955899321529,True
Lisboa,ChIJK28t2n0zGQ0RYMqW_EO5Mns,El Clan - Restaurante Português,4.7,4387.0,38.7223,-9.1393,restaurant,,963 878 863,"R. Dom Duarte 4A, 1100-198 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.7,4388.0,2.0,https://maps.google.com/?cid=8877361517152356960,False
Lisboa,ChIJPXoQwHg0GQ0RnsR9SktyH98,Taverna Alfacinha,4.7,8229.0,38.7223,-9.1393,restaurant,,21 347 0352,"R. dos Sapateiros no 179, 1100-577 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.7,8244.0,2.0,https://maps.google.com/?cid=16077694862433830046,False
Lisboa,ChIJkZDZjXY0GQ0R-4fI-zFNv0I,Lisbon Tu e Eu,4.5,4854.0,38.7223,-9.1393,restaurant,,,"R da Adiça 58, 1100-116 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.5,4857.0,1.0,https://maps.google.com/?cid=4809647804127938555,False
Lisboa,ChIJo7l778czGQ0RLAqrcf4RnPM,LISBOA EATS,4.6,248.0,38.7223,-9.1393,restaurant,,920 105 894,"Lgo do Rato 7c, 1250-186 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.6,248.0,,https://maps.google.com/?cid=17553925232109750828,False
Lisboa,ChIJ1fb2l7czGQ0RK7sqp053Q_w,SS Cafe Brunch & Restaurant,4.8,24.0,38.7223,-9.1393,restaurant,,920 308 402,"R. António Nobre 47A, 1500-046 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.8,24.0,,https://maps.google.com/?cid=18177503700693203755,True
Lisboa,ChIJNS3vz4k1GQ0Ro1XOl8tnCTc,Restaurante da Sé,4.5,2129.0,38.7223,-9.1393,restaurant,,21 886 2886,"Cruzes da Sé 31A, 1100-192 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.5,2131.0,2.0,https://maps.google.com/?cid=3965815070999336355,False
Lisboa,ChIJYUugRcYzGQ0RXjiMEikJuPU,Esquina,4.5,257.0,38.7723,-9.1393,restaurant,,21 804 0293,"R. da Beneficência 68, 1600-022 Lisboa, Portugal",OPERATIONAL,"establishment,food,meal_takeaway,point_of_interest,restaurant",4.5,257.0,1.0,https://maps.google.com/?cid=17705912007016593502,True
Lisboa,ChIJsyJMKmYzGQ0RijI4HgT2cZY,Restaurante Mágica,4.8,60.0,38.7723,-9.1393,restaurant,,21 820 6662,"R. José Ricardo 11D, 1900-010 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.8,60.0,,https://maps.google.com/?cid=10840716275604796042,True
Lisboa,ChIJ5Wjpdc0xGQ0RfeEKRozPAic,Lunch Box,4.5,28.0,38.7723,-9.1393,restaurant,,911 566 298,"Av. Dom João II Gare do estação de oriente, piso 0, norte, 1120-170 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.5,28.0,,https://maps.google.com/?cid=2811037318810100093,True
Lisboa,ChIJNfjKxwUzGQ0RkCAhl4U5D0g,Restaurant Boalisboa,4.6,127.0,38.7723,-9.1393,restaurant,,920 504 304,"R. Morais Soares 98, 1900-342 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.6,128.0,,https://maps.google.com/?cid=5192432141310435472,True
Lisboa,ChIJm4L16L41GQ0REiI2FV97SIM,Menina Sardinha,4.7,1395.0,38.6723,-9.1393,restaurant,,21 886 3677,"Campo das Cebolas 40, 1100-135 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.7,1396.0,2.0,https://maps.google.com/?cid=9459946665599705618,False
Lisboa,ChIJvfP4i6Y1GQ0RswkjhwDNkGs,Kouji Ramen & Bar (Japanese Restaurant),4.9,141.0,38.6723,-9.1393,restaurant,,,"Rua Dom Luís I 19C, 1200-149 Lisboa, Portugal",OPERATIONAL,"bar,establishment,food,point_of_interest,restaurant",4.9,141.0,,https://maps.google.com/?cid=7750920360855538099,False
Lisboa,ChIJ0-AfgoMzGQ0RcGRh4X7_hGo,Koyla Restaurant and Bar,4.8,13.0,38.7723,-9.0893,restaurant,,933 330 733,"R. Sebastião Saraiva Lima 85, 1170-187 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.8,13.0,,https://maps.google.com/?cid=7675540585358386288,False
Lisboa,ChIJv-e-HqIzGQ0RJZMiaEEdxJ8,Casa Indiana,4.5,568.0,38.7723,-9.0893,restaurant,,21 840 1195,"Av. Rovisco Pais 2 loja a, 1000-268 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.5,568.0,2.0,https://maps.google.com/?cid=11512358714223006501,False
Lisboa,ChIJ_fotrAIzGQ0RoNxGNcIKZ6s,LENA Specialty Coffee,4.8,430.0,38.7223,-9.1393,cafe,,,"Av. António Augusto de Aguiar 86, 1069-021 Lisboa, Portugal",OPERATIONAL,"cafe,establishment,food,point_of_interest,restaurant,store",4.8,430.0,2.0,https://maps.google.com/?cid=12350852332320644256,True
Lisboa,ChIJ-b9ovtUzGQ0RceSn9N_JTTE,How about Coffee,4.7,732.0,38.7223,-9.1393,cafe,,,"Alameda Dom Afonso Henriques 41B, 1000-123 Lisboa, Portugal",OPERATIONAL,"cafe,establishment,food,point_of_interest,store",4.7,732.0,1.0,https://maps.google.com/?cid=3552717644784723057,True
Lisboa,ChIJ2RphZAAzGQ0RfGHMUXIFoiE,Maya Cakery And Cafe,5.0,107.0,38.7223,-9.1393,cafe,,,"Rua da Penha de França 220A, 1170-299 Lisboa, Portugal",OPERATIONAL,"bakery,cafe,establishment,food,point_of_interest,restaurant,store",5.0,109.0,,https://maps.google.com/?cid=2423505538035507580,True
Lisboa,ChIJHSpdXwE1GQ0RY1PGwWZeDrw,Lou's Cafe,4.8,513.0,38.7223,-9.1393,cafe,,938 495 560,"R. do Poço dos Negros 131, 1200-337 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.8,513.0,,https://maps.google.com/?cid=13550872124235076451,True
Lisboa,ChIJ66M7dskzGQ0RxmEbI8xo_08,PUT IT ON LISBON,4.9,669.0,38.7223,-9.1393,cafe,,911 845 360,"CC do Conde de Pombeiro 15C, 1150-099 Lisboa, Portugal",OPERATIONAL,"bakery,cafe,establishment,food,point_of_interest,restaurant,store",4.9,669.0,,https://maps.google.com/?cid=5764441274029138374,True
Lisboa,ChIJDwwDmVYzGQ0R2w1afbLnQNI,Cafetaria da Esquina,4.9,81.0,38.7723,-9.1393,cafe,,916 717 252,"R. de Dona Estefânia 63A, 1150-131 Lisboa, Portugal",OPERATIONAL,"bakery,cafe,establishment,food,point_of_interest,store",4.9,81.0,,https://maps.google.com/?cid=15150363900267597275,True
Lisboa,ChIJzycklZczGQ0RljLt2Iz3Rhw,PENTAGON - Specialty coffee / Vegetarian food / Natural wine / Affordable art,4.8,499.0,38.7723,-9.1393,cafe,,920 668 928,"R. Martins Sarmento 50, 1170-233 Lisboa, Portugal",OPERATIONAL,"bar,cafe,establishment,food,liquor_store,point_of_interest,restaurant,store",4.8,499.0,1.0,https://maps.google.com/?cid=2037588065738633878,True
Lisboa,ChIJsb4wGPgzGQ0RwVf_zGI8_SI,Café 2A Lisboa,5.0,39.0,38.7723,-9.1393,cafe,,939 478 198,"Campo Grande 115B, 1700-089 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",5.0,39.0,,https://maps.google.com/?cid=2521237761441093569,True
Lisboa,ChIJC4Bg4FgzGQ0RF9x8v9QhR-Q,Pequeno Café e Bistrô - Arroios,4.8,412.0,38.7723,-9.1393,cafe,,21 847 1593,"Mercado de Arroios, loja 5, 1900-221 Lisboa, Portugal",OPERATIONAL,"bakery,bar,cafe,establishment,food,point_of_interest,restaurant,store",4.8,413.0,,https://maps.google.com/?cid=16449153361623440407,True
Lisboa,ChIJvcUSy4A0GQ0RQhlPE8sEdco,Café Janis,4.5,2156.0,38.6723,-9.1393,cafe,,,"R. da Moeda 1A, 1200-109 Lisboa, Portugal",OPERATIONAL,"establishment,food,point_of_interest,restaurant",4.5,2157.0,2.0,https://maps.google.com/?cid=14588571838185412930,True
Lisboa,ChIJW7jaM-4zGQ0RY7eF1-5Qqe8,The Coffee Corner,5.0,234.0,38.7223,-9.1893,cafe,,924 266 255,"R. Almeida e Sousa 6a, 1250-152 Lisboa, Portugal",OPERATIONAL,"cafe,establishment,food,point_of_interest,restaurant,store",5.0,234.0,,https://maps.google.com/?cid=17269423232877180771,False
Lisboa,ChIJ4RrVn0ozGQ0R2aVzAVeD-zQ,"Taiyaki Café 台之燒 - Taiwanese wheel cake, tea & coffee",4.9,332.0,38.7723,-9.0893,cafe,,,"Rua do Forno do Tijolo 56A, 1170-132 Lisboa, Portugal",OPERATIONAL,"bakery,cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",4.9,332.0,,https://maps.google.com/?cid=3817789518836377049,False
Lisboa,ChIJob5seswxGQ0R3qzGEmyPV_I,Delta Coffee House Experience - Prata Riverside,4.0,931.0,38.7723,-9.0893,cafe,,21 822 9942,"R. da Cintura do Porto de Lisboa 8 Loja 1, 1950-132 Lisboa, Portugal",OPERATIONAL,"cafe,establishment,food,point_of_interest,store",,,2.0,https://maps.google.com/?cid=17462583774486637790,True
Lisboa,ChIJudW5HUU1GQ0RhdVZevAcxH0,Fora Artisan Pastry,4.8,855.0,38.7223,-9.1393,bakery,,,"Calçada de São Vicente 95, 1100-568 Lisboa, Portugal",OPERATIONAL,"bakery,cafe,establishment,food,point_of_interest,restaurant,store",4.8,855.0,,https://maps.google.com/?cid=9062400169346717061,True
Lisboa,ChIJTzLEQIwzGQ0R3ygVQ90FvgI,Forno de Sapadores,4.4,370.0,38.7223,-9.1393,bakery,,21 810 4030,"Rua dos Sapadores 97, 1170-339 Lisboa, Portugal",OPERATIONAL,"bakery,establishment,food,point_of_interest,store",4.4,371.0,1.0,https://maps.google.com/?cid=197601881522251999,True
Lisboa,ChIJ47wchkA1GQ0R52E9uTtjM84,Delícia do Pão - Forno a Lenha,4.5,61.0,38.7223,-9.1393,bakery,,21 887 1484,"R. de São Miguel 5A, 1100-117 Lisboa, Portugal",OPERATIONAL,"bakery,cafe,establishment,food,liquor_store,point_of_interest,restaurant,store",4.5,61.0,,https://maps.google.com/?cid=14858328703787426279,True
Lisboa,ChIJbbcRWNYzGQ0RuiRmSgamRN4,The Bakery Café,4.7,201.0,38.7223,-9.1393,bakery,,,"R. Gomes Freire N-10, 1150-179 Lisboa, Portugal",OPERATIONAL,"cafe,establishment,food,gym,health,point_of_interest,restaurant,store",4.7,201.0,,https://maps.google.com/?cid=16016108720784549050,True
Lisboa,ChIJa_ve5n40GQ0Rbl1vIyi2ON4,TARTINE,4.1,724.0,38.7223,-9.1393,bakery,,21 342 9108,"Av. 24 de Julho 49, 1200-479 Lisboa, Portugal",OPERATIONAL,"bakery,establishment,food,point_of_interest,store",4.1,724.0,2.0,https://maps.google.com/?cid=16012748758625246574,False
Lisboa,ChIJrYke3aEzGQ0RXJfmEJPZ574,Estrela da Estefânia,4.3,336.0,38.7223,-9.1393,bakery,,21 315 4028,"R. de Dona Estefânia 193F, 1000-169 Lisboa, Portugal",OPERATIONAL,"bakery,establishment,food,point_of_interest,store",4.3,336.0,1.0,https://maps.google.com/?cid=13756202812493436764,True
Lisboa,ChIJeeVUe5czGQ0R9PhkXhCEE9w,Big Lanche,4.7,54.0,38.7723,-9.1393,bakery,,21 812 2242,"Av. Alm. Reis 108, 1170-140 Lisboa, Portugal",OPERATIONAL,"bakery,establishment,food,point_of_interest,store",4.7,54.0,,https://maps.google.com/?cid=15858163918739667188,True
Lisboa,ChIJ01aXLZYzGQ0Rpcio9WMadlY,Pastelaria Latina,4.4,174.0,38.7723,-9.1393,bakery,,21 815 4547,"R. José Ricardo 14, 1900-287 Lisboa, Portugal",OPERATIONAL,"bakery,establishment,food,point_of_interest,store",4.4,174.0,,https://maps.google.com/?cid=6230196151139223717,True
Lisboa,ChIJYWyo2pQ1GQ0RNbI5EP5v1KE,Cookie House - Lisboa,5.0,157.0,38.6723,-9.1393,bakery,,,"Rua de S. Paulo 65, 1200-372 Lisboa, Portugal",OPERATIONAL,"bakery,establishment,food,point_of_interest,store",5.0,157.0,,https://maps.google.com/?cid=11661068472153649717,False
Lisboa,ChIJMRYb0oU1GQ0R7354r0ULvGU,BAYT,4.9,107.0,38.6723,-9.1393,bakery,,938 054 772,"Rua da Alfândega 100, 1100-016 Lisboa, Portugal",OPERATIONAL,"bakery,cafe,establishment,food,point_of_interest,restaurant,store",4.9,110.0,,https://maps.google.com/?cid=7330746687376883439,True
Lisboa,ChIJe78DzXU0GQ0RTbMYUmecROo,Alfama Doce,4.9,2015.0,38.6723,-9.1393,bakery,,933 143 460,"R. da Regueira 39, 1100-435 Lisboa, Portugal",OPERATIONAL,"bakery,establishment,food,point_of_interest,store",4.9,2015.0,1.0,https://maps.google.com/?cid=16880789270864376653,True
Lisboa,ChIJ3-3f2g81GQ0R78MHs8w-2TU,Monte Sinai,4.5,80.0,38.6723,-9.1393,bakery,,21 396 6570,"R. Pres. Arriaga 30-32, 1200-773 Lisboa, Portugal",OPERATIONAL,"bakery,cafe,establishment,food,point_of_interest,store",4.5,80.0,,https://maps.google.com/?cid=3880201602854274031,True
